"","D367T01","D367T02","D367T03","D367T07","D367T08","D367T09","D367T13","D367T14","D367T15","D367T19","D367T20","D367T21","D367T25","D367T26","D367T27"
"ENSG00000255265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156689",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000254717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166840",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ENSG00000255523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255240",9,1,0,5,0,0,13,0,0,12,0,1,11,0,0
"ENSG00000254877",1,0,1,4,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000255189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254786",2,0,0,4,0,1,1,0,0,3,0,0,3,0,0
"ENSG00000254399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000189057",646,24,26,819,10,7,596,10,2,945,4,19,1228,17,13
"ENSG00000245571",54,65,99,62,82,108,65,102,36,68,106,138,100,110,106
"ENSG00000255381",0,2,3,0,0,4,0,3,0,0,0,0,0,0,1
"ENSG00000166801",1945,2595,3066,2158,3343,3470,2011,2460,1700,2873,3592,3905,3194,2978,2800
"ENSG00000110042",1940,1059,1602,1669,835,855,3029,685,667,2707,1180,1191,2592,426,536
"ENSG00000197629",1193,4992,4395,473,2887,2290,1337,3536,1793,2202,4243,3459,4578,2505,2033
"ENSG00000263999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225802",0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
"ENSG00000254799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254704",0,268,215,0,95,64,0,178,94,0,274,234,0,503,285
"ENSG00000263944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254466",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255008",2,0,1,1,1,5,1,0,0,0,3,0,2,0,0
"ENSG00000110048",1289,1370,2126,1787,1519,1577,1746,1145,844,1801,1584,2037,2455,1448,1494
"ENSG00000264559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255139",3,0,0,2,0,1,1,0,0,0,1,2,5,1,0
"ENSG00000166889",2509,5223,6541,2344,4983,5067,2799,3601,2636,3146,5625,6549,3810,5220,5076
"ENSG00000255355",0,4,9,4,5,7,3,2,2,1,5,8,1,2,8
"ENSG00000223223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166900",1338,1630,1813,1812,1806,1698,1868,1206,764,2281,1925,1873,2309,1434,1335
"ENSG00000254403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254477",7,5,6,1,4,5,7,3,6,7,6,1,11,5,0
"ENSG00000234964",55,12,17,94,17,10,69,5,2,91,8,12,109,17,13
"ENSG00000166902",585,917,1061,848,784,792,869,709,406,860,916,1095,1214,899,858
"ENSG00000134812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134827",1,0,0,1,2,0,3,2,1,4,0,0,23,2,0
"ENSG00000285231",0,0,0,0,2,0,1,0,0,0,0,0,2,0,1
"ENSG00000270929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284873",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285010",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000255393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149516",7,2,2,7,9,15,3,1,1,12,14,5,12,9,14
"ENSG00000255331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149534",8,4,2,4,11,4,3,3,0,9,28,14,15,31,6
"ENSG00000254952",1,0,3,0,0,0,0,0,0,1,0,0,1,1,0
"ENSG00000110077",535,495,609,438,134,329,455,210,124,794,248,573,2222,457,320
"ENSG00000110079",1466,400,439,1474,217,232,1686,358,192,1961,292,330,2571,387,264
"ENSG00000214787",5,2,1,3,1,1,4,3,1,4,0,0,9,4,4
"ENSG00000275344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166926",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000166927",1852,5521,6698,3758,8534,8944,2914,6543,3384,2465,6397,7644,2539,5206,4114
"ENSG00000166928",38,124,197,219,525,608,221,550,411,152,448,540,201,524,451
"ENSG00000166930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000071203",0,0,2,0,0,0,0,1,2,0,0,0,0,0,3
"ENSG00000204979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166959",0,0,1,0,0,0,0,0,1,0,1,2,0,2,1
"ENSG00000214782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255845",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000255959",1,2,2,1,2,3,1,0,0,4,2,1,6,1,1
"ENSG00000256813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000110104",346,167,219,404,182,170,463,114,102,532,190,183,987,166,148
"ENSG00000183134",2,0,2,2,7,2,0,0,1,2,1,2,1,2,1
"ENSG00000149506",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"ENSG00000110107",1397,1427,1799,1472,2386,2555,1638,1106,786,1820,1708,1866,3110,1006,965
"ENSG00000257052",0,2,3,6,6,11,3,3,1,1,2,6,5,7,6
"ENSG00000256944",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"ENSG00000110108",1722,2896,3776,1933,4365,4601,2131,2168,1750,2303,3238,3792,3901,1818,1869
"ENSG00000256196",0,2,1,0,8,7,0,0,0,0,2,1,0,2,0
"ENSG00000006118",32,237,361,115,1255,1317,56,363,361,42,334,530,135,228,305
"ENSG00000110446",6679,14928,20811,7398,17964,18964,8562,12603,9677,9026,17026,18566,11400,12810,12572
"ENSG00000013725",21,2,3,26,6,9,29,3,2,30,3,3,21,1,2
"ENSG00000207153",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000256733",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000110448",3,6,13,7,7,6,0,5,2,1,5,7,3,10,9
"ENSG00000167987",1020,1567,2023,1076,1895,1988,1270,1333,1092,1420,1862,2198,2091,1440,1571
"ENSG00000279549",2,5,4,4,3,7,3,5,7,6,4,4,7,3,5
"ENSG00000229859",6,0,0,0,0,0,2,0,0,2,0,0,9,0,0
"ENSG00000229183",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000256220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256713",2,0,1,1,0,0,2,0,0,10,0,0,11,0,1
"ENSG00000167992",119,44,59,230,48,34,130,15,7,133,25,39,199,42,31
"ENSG00000167986",6268,3889,4175,7759,5710,5788,7422,2949,1747,8383,4293,4861,10777,3716,3620
"ENSG00000149476",384,385,388,722,685,519,576,366,162,636,437,431,852,365,292
"ENSG00000162144",4428,5854,6370,4132,7397,7291,4334,4980,2565,5212,6958,6996,6886,8429,6174
"ENSG00000279246",0,1,1,0,0,0,4,0,0,2,0,1,1,0,1
"ENSG00000149483",1791,2433,2545,1854,4155,4061,2176,2517,1406,2483,3757,3646,2530,3259,2606
"ENSG00000187049",42,84,89,77,157,159,60,124,63,60,118,127,124,125,113
"ENSG00000149532",1847,1914,2311,1968,2154,2183,1872,1544,1035,2091,1873,2167,2804,1662,1607
"ENSG00000279632",1,1,1,2,4,3,0,2,4,0,2,4,1,2,0
"ENSG00000256591",8,3,11,8,9,17,8,0,1,2,3,4,6,9,4
"ENSG00000167985",109,113,159,106,115,124,112,91,52,116,120,120,223,96,117
"ENSG00000240823",2,2,1,2,1,4,1,2,0,2,2,2,2,0,0
"ENSG00000162148",30,19,11,32,20,23,19,20,11,32,18,19,58,17,13
"ENSG00000255931",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000266006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204950",4,0,0,7,0,0,2,1,1,1,0,2,5,0,0
"ENSG00000011347",1,1,6,7,21,47,3,16,9,6,1,10,14,4,7
"ENSG00000279878",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"ENSG00000256443",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"ENSG00000250230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243742",109,63,97,36,159,158,73,93,71,71,63,40,151,40,59
"ENSG00000255947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134780",783,336,485,1230,745,1057,1453,417,443,1309,483,575,2361,406,595
"ENSG00000124915",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000124920",61,39,45,137,55,91,76,23,21,28,20,27,162,50,26
"ENSG00000134825",262,183,236,283,239,268,317,175,121,288,210,229,577,200,215
"ENSG00000284108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168496",956,115,146,994,163,137,1059,103,61,1416,132,168,2199,143,101
"ENSG00000134824",6384,2618,7309,5943,1477,3331,7847,1474,2971,7798,3043,7704,15802,3317,5861
"ENSG00000149485",7091,1535,4301,6539,2604,4168,8009,1553,2373,9320,2236,4547,16303,1576,3205
"ENSG00000284416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221968",307,533,835,469,717,833,439,550,602,402,515,776,718,590,829
"ENSG00000277892",3,0,2,0,0,2,1,0,2,0,0,0,1,0,0
"ENSG00000167994",139,23,9,95,26,10,132,28,10,307,31,18,452,24,12
"ENSG00000200898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167995",417,304,341,565,475,468,553,280,161,485,292,326,677,292,251
"ENSG00000167996",119528,295900,331240,158824,331624,352135,155020,261560,165490,168545,344998,420775,193737,296909,276700
"ENSG00000279491",1,1,2,4,2,8,4,2,3,0,0,1,3,1,3
"ENSG00000244176",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000254424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255553",2,0,1,0,3,2,0,5,1,0,1,1,1,3,1
"ENSG00000285656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149503",674,306,401,783,279,304,804,159,170,1221,273,380,1594,265,238
"ENSG00000236607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000110484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255213",1,0,0,3,0,0,2,0,0,1,0,0,2,0,0
"ENSG00000255118",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000162174",1271,29,14,1215,31,25,1877,20,6,1122,19,14,1407,19,23
"ENSG00000254454",3,1,1,7,0,1,3,0,0,7,0,0,6,0,0
"ENSG00000255126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255446",6,1,2,21,0,2,2,1,1,7,1,1,9,0,0
"ENSG00000124942",47321,56006,66171,53208,71560,74706,53262,35591,32968,64346,57793,66802,72612,38791,44945
"ENSG00000250659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257058",1,1,0,1,1,0,0,1,0,1,2,1,2,0,0
"ENSG00000254772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255508",7,34,24,10,58,51,14,18,17,15,34,24,19,26,10
"ENSG00000276102",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"ENSG00000149016",96,444,449,172,677,553,156,459,281,143,489,500,188,394,327
"ENSG00000149480",1727,2153,2834,1955,2529,2495,2111,1656,1334,2191,2329,2797,3732,2268,2308
"ENSG00000149499",896,1243,1227,1491,1390,1459,1587,996,741,1360,1262,1482,1885,1062,1078
"ENSG00000254964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000149489",15,26,49,41,63,60,37,38,34,25,57,72,41,48,39
"ENSG00000149541",390,450,543,753,644,622,822,480,336,724,577,699,1134,608,621
"ENSG00000089597",4956,5066,6267,5145,6531,6806,5492,4530,3197,5860,6115,7184,11078,5433,5260
"ENSG00000185085",341,307,417,491,326,299,473,242,161,456,291,369,701,361,315
"ENSG00000255432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278615",0,2,3,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000162194",132,121,190,198,199,216,158,108,78,161,132,191,218,119,170
"ENSG00000214756",6,14,9,23,22,19,22,23,8,16,12,14,53,22,23
"ENSG00000206597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204922",46,49,61,89,70,47,109,38,23,77,42,56,134,43,38
"ENSG00000162191",810,1137,1188,1034,1389,1352,1055,1001,616,1058,1440,1514,1692,1239,1096
"ENSG00000177363",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000168000",26,62,100,37,72,70,50,59,29,46,73,92,77,58,98
"ENSG00000234857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162188",0,0,2,0,2,1,0,1,0,1,1,1,0,1,1
"ENSG00000214753",1238,950,1155,1596,1316,1218,1566,823,541,1569,1092,1232,2260,950,778
"ENSG00000162222",214,579,829,333,612,552,346,561,374,331,823,991,502,778,738
"ENSG00000185670",69,57,63,87,70,75,64,52,36,63,52,64,81,55,50
"ENSG00000168002",862,813,909,1022,911,1010,1117,709,381,1259,842,908,1829,865,691
"ENSG00000267811",0,0,0,2,1,1,2,0,0,2,1,0,5,0,0
"ENSG00000162227",179,205,197,172,180,158,204,185,97,198,169,226,350,150,146
"ENSG00000168569",89,6,15,146,11,13,139,16,10,149,6,14,198,10,11
"ENSG00000269176",15,15,15,11,20,13,14,7,6,14,16,15,15,17,5
"ENSG00000185475",424,1003,1253,608,1138,1177,777,1120,680,657,1281,1755,924,1280,1200
"ENSG00000284535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162231",1578,4381,6570,1890,4011,4137,1912,3582,3055,1743,4176,5469,2627,4746,5220
"ENSG00000274066",2,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"ENSG00000162236",591,1026,1589,708,1005,1096,732,839,653,743,1367,1572,1050,1281,1245
"ENSG00000269463",1,1,2,0,0,4,0,2,3,0,0,0,1,2,2
"ENSG00000252361",0,1,2,1,2,1,1,1,1,0,1,3,0,2,4
"ENSG00000256690",1,1,3,2,5,3,2,7,3,1,5,2,2,6,3
"ENSG00000283268",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000133316",288,431,596,382,533,504,453,322,245,366,433,579,699,340,433
"ENSG00000222328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255717",692,338,486,505,449,425,519,355,250,620,392,397,1390,501,460
"ENSG00000277194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277846",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000278527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168003",4533,6878,6647,4468,11388,8140,5186,8120,4444,4573,11449,9488,7792,8172,6873
"ENSG00000168539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256041",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ENSG00000253547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168004",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"ENSG00000275598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133317",25,0,2,14,1,1,52,1,0,83,0,0,282,0,0
"ENSG00000133321",23,3341,2915,19,3659,2696,34,2423,1106,29,3160,2748,40,3469,2255
"ENSG00000133328",0,4,15,0,0,0,0,9,5,0,7,7,0,38,18
"ENSG00000176485",9,278,136,18,63,57,13,148,59,4,163,160,30,455,250
"ENSG00000203520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184743",1913,2602,3072,2136,2132,2269,2659,1783,1227,2565,3048,3364,3558,2718,2396
"ENSG00000270269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256789",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133318",3556,2053,2899,4214,3075,3090,4615,2251,1491,4778,2700,3106,6732,2455,2504
"ENSG00000271100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188070",23,138,127,49,23,35,30,65,37,28,165,216,73,206,230
"ENSG00000264519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168005",175,397,552,208,155,186,198,180,162,287,420,689,410,456,508
"ENSG00000256280",1,3,1,3,5,0,0,0,0,1,2,0,1,0,0
"ENSG00000072518",851,1590,2316,1111,1386,1400,1126,1222,888,1027,1791,2274,1803,1552,1568
"ENSG00000202089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167771",1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000110583",448,357,574,575,320,463,551,323,260,584,363,482,724,415,445
"ENSG00000207200",0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
"ENSG00000176340",752,496,495,875,508,514,1027,372,206,829,430,433,1653,372,321
"ENSG00000256100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167770",827,1391,1678,1000,1146,1283,1159,1025,618,1134,1340,1643,1738,1291,1224
"ENSG00000133315",25,4,4,44,3,4,44,6,1,26,5,1,51,1,2
"ENSG00000256824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000126500",0,1,0,3,1,1,0,1,0,0,0,0,2,2,1
"ENSG00000256341",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000168439",6468,1696,2502,8746,3424,3795,7894,1791,1392,8276,1874,2155,12017,1548,1813
"ENSG00000149781",8883,7628,8755,14521,6668,6473,13512,4748,3415,14536,7001,8248,20422,5232,5519
"ENSG00000149743",89,77,149,199,114,132,154,125,87,144,74,128,217,90,93
"ENSG00000149761",275,518,577,582,648,606,590,447,324,462,544,657,704,457,487
"ENSG00000256116",21,12,9,25,14,7,6,3,4,19,5,5,8,8,6
"ENSG00000110011",278,201,220,526,307,326,505,198,166,388,210,257,502,201,210
"ENSG00000173511",764,336,512,1298,387,372,1296,324,216,1654,398,520,1486,320,364
"ENSG00000173486",529,375,484,779,389,454,800,306,232,770,363,435,1223,341,344
"ENSG00000173457",823,196,395,975,304,419,1077,192,180,1061,257,371,2443,190,309
"ENSG00000256940",24,0,6,37,6,12,29,6,7,23,2,13,85,2,9
"ENSG00000257086",40,31,59,75,77,87,46,35,43,59,34,63,54,24,35
"ENSG00000149782",517,772,1172,810,924,959,826,698,723,789,825,1220,1214,814,1173
"ENSG00000002330",108,159,223,329,297,196,350,178,140,325,232,295,314,156,218
"ENSG00000173264",271,485,646,419,695,662,433,501,357,425,705,863,591,596,612
"ENSG00000182450",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000257069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173153",562,1021,1207,1061,1421,1169,1296,921,576,1073,1146,1172,1509,771,793
"ENSG00000173113",683,459,627,1041,426,576,936,370,249,1050,479,656,1725,501,439
"ENSG00000126432",1277,1627,1733,1837,2715,2340,1804,1627,785,1897,1903,1706,2942,1736,1214
"ENSG00000236935",0,2,2,4,3,9,1,2,2,1,2,3,1,0,2
"ENSG00000168071",431,1775,2015,1143,1912,1676,1138,1515,1068,1067,1706,2215,837,1393,1421
"ENSG00000278359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162302",536,521,638,799,478,450,1052,357,297,1135,609,792,1231,463,619
"ENSG00000221273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181908",11,2,3,4,3,4,10,1,2,7,3,4,14,10,5
"ENSG00000232500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168065",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000197891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000110076",1,2,3,2,0,2,3,1,1,3,3,2,1,12,11
"ENSG00000237410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000068831",17,77,66,33,30,25,31,69,43,14,65,88,42,106,120
"ENSG00000068976",3,15,20,2,13,11,4,14,12,10,12,18,10,12,15
"ENSG00000168066",3062,3878,4782,3550,5079,4844,3808,3464,2317,4107,4720,5042,6337,4079,3961
"ENSG00000269038",4,2,3,2,1,4,3,1,1,0,0,2,3,1,0
"ENSG00000168067",614,1055,1404,1091,1224,1370,947,856,680,790,937,1292,1148,964,996
"ENSG00000133895",317,322,434,709,574,576,633,379,310,498,422,479,689,380,347
"ENSG00000171219",0,1,11,2,4,4,5,5,10,0,5,8,1,7,3
"ENSG00000110047",235,1689,2444,530,1495,1405,576,1541,1283,534,1960,2794,779,916,1102
"ENSG00000230835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229719",1,1,0,0,0,3,0,1,0,0,0,0,0,0,0
"ENSG00000283926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000110046",204,760,861,586,1947,1598,452,1049,698,420,1032,1023,491,762,815
"ENSG00000274986",0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
"ENSG00000274314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000068971",81,311,1031,160,411,495,155,371,421,128,369,838,178,309,744
"ENSG00000149735",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSG00000168070",0,3,0,0,0,0,0,0,0,0,1,0,0,2,1
"ENSG00000168062",15,1477,2003,37,1264,996,38,1132,793,37,1720,1839,32,1952,1710
"ENSG00000213465",96,150,162,231,213,214,179,113,66,169,161,218,282,132,128
"ENSG00000273003",0,3,5,0,1,1,0,3,2,1,1,1,0,2,0
"ENSG00000278851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270775",0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000110025",13,23,26,25,36,26,22,25,13,12,24,27,12,35,23
"ENSG00000168061",88,43,40,153,32,26,193,28,28,166,33,63,267,46,30
"ENSG00000168060",14,80,34,39,122,91,21,102,40,14,94,56,33,143,64
"ENSG00000146670",547,17,39,540,20,25,572,12,12,952,22,20,1309,32,37
"ENSG00000162300",340,444,437,477,401,391,537,352,207,541,475,476,673,433,408
"ENSG00000187066",1,2,0,4,0,0,2,0,0,0,0,0,2,1,0
"ENSG00000149823",472,847,832,898,929,793,977,810,453,891,970,1041,1052,743,685
"ENSG00000254501",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149809",125,59,99,192,57,91,141,74,50,157,71,109,315,97,98
"ENSG00000174276",13,25,24,52,31,16,79,37,15,43,40,46,43,24,20
"ENSG00000255173",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000278952",0,1,2,2,0,0,0,2,1,1,0,1,1,0,0
"ENSG00000149806",1070,929,968,1217,943,1060,1661,814,498,1468,1002,1161,2630,1082,771
"ENSG00000162298",762,898,1410,1024,1114,1189,1238,883,762,1070,1043,1247,1888,1071,1221
"ENSG00000149792",876,1317,1638,1098,1713,1759,1090,1242,730,1114,1578,1783,1846,1734,1465
