gene	HC1	HC2	HC3	HC4	M1	M2	M3	S1	S2	S3	S4	S5	S6
TMEM54	7	5	5	22	7	5	1	35	117	17	19	1	6
RNF19B	391	184	641	112	2490	2134	166	5022	14545	624	1564	660	376
AK2	1423	637	1035	333	5089	4421	160	2572	6305	223	832	432	309
AZIN2	10	6	7	7	58	48	3	26	74	4	14	1	3
TRIM62	31	12	42	6	76	72	2	71	142	5	11	12	7
ZNF362	178	120	247	52	522	443	8	112	171	4	69	18	13
AL513327.3	4	5	2	0	0	0	0	0	0	0	0	0	0
PHC2	350	177	572	70	777	626	25	1575	2848	224	502	721	351
AL513327.2	3	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN20	11	6	17	4	60	50	1	53	98	9	11	15	10
SMIM12	1475	583	788	445	1909	1723	97	2300	5285	202	694	438	407
DLGAP3	6	5	10	3	12	15	0	57	108	5	34	9	17
AC114490.3	63	39	83	7	70	61	3	28	92	3	1	3	9
AC114490.2	466	294	183	15	107	89	4	36	70	7	13	3	2
TMEM35B	30	27	8	0	5313	5957	167	1892	3351	199	349	515	199
ZMYM6	486	359	685	71	546	511	18	386	638	49	68	44	54
ZMYM1	188	129	246	21	411	415	8	245	383	24	27	31	28
SFPQ	2525	1297	3936	476	4693	3216	132	4942	11601	522	1616	765	1076
ZMYM4	512	333	636	76	1352	973	26	697	1053	64	168	110	70
KIAA0319L	413	221	507	100	1362	1111	33	812	1817	137	219	119	50
NCDN	92	45	101	21	237	198	4	151	378	20	61	37	32
AC004865.2	116	21	113	70	200	185	3	83	239	7	27	24	7
TFAP2E	22	9	39	4	27	27	2	35	86	2	8	7	7
PSMB2	3989	1842	2645	798	6205	6622	229	6985	15636	513	1487	1434	858
C1orf216	187	83	231	54	459	325	21	324	782	36	112	51	39
CLSPN	39	28	20	5	126	127	4	102	198	16	28	10	21
AGO4	449	339	756	80	551	569	42	772	1593	103	155	77	100
AGO1	577	418	669	70	564	548	14	294	663	32	89	23	26
AL139286.2	10	3	5	1	0	2	0	3	3	0	0	0	3
AGO3	905	653	1537	145	925	909	31	810	2054	106	242	118	132
TEKT2	0	0	0	96	9	2	0	29	30	10	1	0	0
ADPRHL2	1434	510	719	266	3412	2774	54	1213	5487	182	586	287	196
COL8A2	437	336	1088	99	534	644	13	304	573	28	80	13	24
TRAPPC3	2898	1426	1743	602	3383	3485	114	2490	6312	260	936	642	385
MAP7D1	2219	968	1910	533	3643	2619	161	3254	8275	474	994	809	461
THRAP3	2395	1121	2503	376	4136	3749	132	2990	6992	354	697	329	353
SH3D21	481	255	217	12	228	179	3	103	168	89	53	30	23
EVA1B	710	384	627	150	514	437	21	419	967	93	114	91	72
AL591845.1	46	23	53	6	21	9	0	14	24	14	13	2	7
STK40	829	353	657	276	2002	1459	80	1874	5511	247	707	352	329
LSM10	3785	1720	1956	921	6084	4127	139	2192	6923	211	705	467	343
OSCP1	117	69	51	77	78	164	2	33	56	6	17	2	7
MRPS15	3829	2075	2430	785	2563	3547	95	2015	6473	173	870	248	339
CSF3R	1409	703	760	93	2912	2758	113	3374	7806	704	922	369	228
LINC01137	89	39	70	51	343	344	12	205	873	40	57	23	15
ZC3H12A	211	89	153	101	1147	907	41	693	3999	387	237	130	78
MEAF6	2148	1148	2154	419	3006	2679	108	1885	3316	108	452	294	321
SNIP1	190	87	318	30	434	347	9	534	1238	64	105	62	60
DNALI1	89	28	33	96	131	174	3	49	77	23	3	2	5
GNL2	786	440	591	166	1369	1449	43	879	2026	99	265	135	112
C1orf109	168	94	176	36	260	232	2	99	201	12	27	16	25
CDCA8	25	22	29	3	94	73	0	23	51	6	10	2	14
MANEAL	11	11	28	2	15	33	0	17	85	2	7	5	8
YRDC	269	102	245	80	313	299	12	467	1293	52	143	73	140
C1orf122	2264	1012	1506	702	1412	1286	45	2160	9174	579	1046	360	797
MTF1	466	241	425	82	1208	1030	25	973	4746	261	300	136	278
INPP5B	225	143	347	33	307	237	8	102	273	21	22	34	18
SF3A3	1069	520	952	178	2277	2130	57	1034	2003	106	303	193	161
FHL3	328	126	382	87	1228	1183	24	529	3047	70	318	122	83
UTP11	1093	653	738	144	1105	1005	37	872	1635	75	185	176	144
POU3F1	3	0	0	0	4	0	0	0	7	0	0	0	0
RRAGC	1124	510	1212	275	1779	1569	97	4752	10292	395	939	626	461
AL139260.1	95	54	114	31	129	178	5	269	577	39	58	33	37
MYCBP	1025	521	596	206	1188	871	45	465	882	57	105	50	42
RHBDL2	2	2	4	7	0	1	0	2	2	1	0	0	0
AKIRIN1	924	530	1121	225	1256	1102	35	1298	3200	145	371	193	189
NDUFS5	21760	10730	11253	3226	24631	17390	662	10391	21396	854	3074	1634	1424
MACF1	687	486	1253	141	1914	1571	114	3726	9073	469	764	525	456
PABPC4	3682	3651	2505	549	2649	2376	124	3248	5695	638	819	400	334
HPCAL4	3	0	1	0	0	0	0	10	4	0	0	2	2
PPIE	1317	559	999	225	1707	1722	53	809	1338	93	181	117	171
BMP8B	5	2	7	1	26	13	1	18	12	0	0	2	4
AL033527.3	12	7	13	3	12	9	0	5	6	0	0	0	4
AL033527.5	15	5	8	2	21	11	0	47	37	7	4	8	7
TRIT1	153	94	226	33	274	291	9	124	154	12	31	16	20
MYCL	8	6	11	7	34	14	3	22	101	7	7	32	9
MFSD2A	154	132	78	28	260	251	10	327	1052	197	81	56	40
CAP1	10536	4840	12572	2393	13581	13146	418	11841	26804	1099	3454	2103	2260
PPT1	8669	5790	10130	1976	11294	16585	384	6070	15812	553	1826	926	588
RLF	206	120	310	26	607	543	11	563	1331	85	157	85	72
TMCO2	155	59	41	22	19	40	0	3	3	0	0	0	1
AL050341.2	71	35	55	29	152	129	3	95	248	16	13	3	18
ZMPSTE24	1882	1074	1791	284	1406	1872	39	1016	2185	97	265	141	202
COL9A2	268	150	145	85	789	614	2	32	79	11	22	10	7
SMAP2	1437	915	1625	297	4203	3299	98	3242	9776	444	664	784	398
ZFP69B	17	23	17	6	82	33	0	9	21	0	3	1	2
ZFP69	36	23	41	7	131	99	3	48	75	3	18	7	9
AL603839.3	25	10	9	1	35	18	1	10	16	3	5	3	0
EXO5	144	92	107	20	217	244	4	125	226	23	28	21	17
ZNF684	165	78	142	30	556	390	11	261	558	45	77	74	16
RIMS3	5	2	4	0	22	13	0	38	70	4	15	11	4
NFYC-AS1	13	6	50	5	36	24	1	79	204	6	26	6	5
NFYC	694	328	938	155	1829	1659	56	1381	3180	148	464	326	283
CITED4	46	19	69	26	51	36	0	55	203	38	16	25	22
CTPS1	92	47	112	23	191	150	8	89	292	17	46	16	27
SLFNL1-AS1	2	0	6	0	3	3	0	0	5	0	0	0	0
SCMH1	86	54	85	13	150	153	5	37	137	8	23	6	11
HIVEP3	146	44	178	31	356	187	26	935	1970	58	190	17	112
FOXJ3	418	277	616	74	733	631	21	685	1392	99	172	120	101
ZMYND12	87	55	29	31	107	101	2	50	58	2	13	2	6
PPCS	3978	1910	2882	895	5711	5058	123	2363	5067	168	566	337	323
CCDC30	67	55	101	26	54	60	1	54	102	30	6	8	6
PPIH	946	561	694	114	1706	1632	57	647	1410	69	150	118	101
AC098484.2	5	0	5	2	2	1	0	0	3	0	0	0	0
YBX1	56760	29860	33456	18235	47594	45752	1581	29097	91463	2956	12901	4655	5840
P3H1	291	165	350	68	557	580	9	309	768	57	130	79	34
C1orf50	435	287	269	34	861	782	21	474	1036	29	131	110	50
TMEM269	2	0	3	0	0	0	0	0	4	4	0	0	0
SVBP	1201	569	741	414	2632	1956	68	2512	4334	122	538	387	239
ERMAP	265	149	215	39	651	536	11	342	437	27	62	31	13
AL512353.1	84	65	43	18	318	296	7	121	225	11	40	18	10
ZNF691	353	147	149	51	599	552	10	182	390	25	33	35	20
SLC2A1	14	9	24	10	34	42	0	85	90	8	73	4	13
SLC2A1-AS1	2	0	5	1	2	1	0	2	3	1	1	0	0
FAM183A	17	21	1	432	13	16	3	122	142	37	1	0	5
EBNA1BP2	1237	599	752	295	1378	1409	37	738	1870	63	287	101	185
CFAP57	3	7	0	25	2	8	0	8	9	1	2	1	0
TMEM125	0	0	1	26	1	0	0	8	7	4	3	3	0
TIE1	5	0	2	0	2	0	0	2	8	0	5	0	0
AL139289.2	55	49	42	6	64	54	0	19	45	5	4	4	10
CDC20	21	2	3	2	14	12	1	8	21	4	3	8	16
ELOVL1	1360	578	1369	240	2426	2657	80	1939	4284	253	658	448	384
MED8	1231	587	771	248	3161	2872	85	1633	3514	137	401	534	291
SZT2	255	153	481	54	569	433	15	292	767	47	102	74	53
HYI	657	362	512	96	801	810	22	162	370	18	82	60	30
PTPRF	10	8	1	67	5	7	0	10	20	1	6	1	1
KDM4A	204	93	148	50	330	287	12	274	454	28	57	39	27
KDM4A-AS1	3	2	14	0	10	20	0	6	19	3	0	2	2
ST3GAL3	189	96	192	26	167	125	3	79	170	24	19	7	19
AL357079.1	4	0	2	0	0	2	0	0	1	0	0	0	1
IPO13	261	132	242	54	616	560	19	414	983	35	110	52	35
DPH2	117	61	120	43	424	352	7	152	335	11	59	10	26
ATP6V0B	22377	10951	19525	3766	24224	29089	1058	25316	60418	2838	7216	6302	3688
B4GALT2	52	31	65	14	99	91	3	63	176	11	32	27	6
CCDC24	105	38	77	41	216	187	8	99	157	14	19	10	6
SLC6A9	2	0	0	4	0	3	0	6	15	1	2	2	5
AL139220.2	2	0	0	0	5	0	3	9	23	2	1	0	4
DMAP1	597	333	513	82	862	848	22	510	1057	54	148	118	79
ERI3	902	392	823	216	1458	1462	34	450	1076	44	184	60	83
RNF220	969	472	823	215	1072	948	34	883	1862	93	240	161	168
TMEM53	1626	810	1217	331	1236	2051	45	638	1467	38	183	143	100
ARMH1	1248	437	1475	377	819	1682	9	569	3524	25	300	18	131
KIF2C	9	3	4	4	8	3	2	6	28	1	2	0	8
AL592166.1	7	0	8	3	14	15	0	2	17	3	1	4	1
RPS8	118184	86650	67285	13285	75654	63618	2082	61317	136433	4335	17294	8233	8273
BEST4	3	5	1	13	1	3	0	10	6	4	2	2	2
PLK3	334	211	478	160	1025	1068	98	1788	7619	396	926	344	175
TCTEX1D4	28	10	29	105	22	26	0	23	28	8	5	7	4
BTBD19	53	38	99	17	92	77	12	353	615	32	95	42	56
PTCH2	35	42	70	10	142	128	4	166	311	17	32	31	76
EIF2B3	1032	481	760	130	1439	1593	33	365	955	30	120	80	59
HECTD3	424	188	615	88	953	742	33	696	1365	68	173	104	103
UROD	2182	927	800	367	2592	2947	90	1180	2405	152	277	204	168
LINC01144	3	0	2	1	4	1	0	1	17	0	1	0	5
MUTYH	178	97	205	52	392	360	7	160	272	17	48	31	19
TOE1	163	74	156	47	236	240	13	116	250	22	35	28	25
TESK2	104	69	130	9	230	208	16	307	511	53	77	52	20
CCDC163	10	15	44	4	21	20	0	9	17	1	3	3	1
MMACHC	56	34	34	9	247	207	5	127	163	13	10	8	9
PRDX1	41824	21246	40618	6363	58007	53501	2302	32675	67536	3887	5909	4763	4371
AKR1A1	9120	4370	6623	1768	13168	12736	458	7625	19526	640	1873	1074	908
NASP	981	458	909	163	3007	2401	66	2100	3957	184	321	261	148
CCDC17	34	42	38	169	65	52	2	55	154	17	10	17	4
GPBP1L1	1347	719	1905	312	2069	1885	60	1593	3394	164	344	238	253
TMEM69	834	419	669	132	844	919	22	548	1361	53	169	109	131
IPP	50	52	125	7	94	91	2	46	107	9	10	13	11
MAST2	172	108	171	44	382	375	32	343	767	49	119	69	57
PIK3R3	25	15	14	9	146	124	3	59	165	19	16	7	12
AL358075.2	1	0	1	3	2	1	0	1	0	2	1	0	0
TSPAN1	15	31	0	681	20	19	1	40	75	4	59	4	19
POMGNT1	435	221	507	135	583	615	14	278	619	31	101	46	36
LURAP1	5	0	60	22	10	4	0	2	5	1	1	10	5
RAD54L	2	0	3	2	4	4	0	3	3	0	2	0	2
LRRC41	438	285	465	123	1121	1010	40	464	1295	63	194	108	71
UQCRH	19358	11960	11762	3419	13559	13673	399	7877	25974	805	3030	1264	1816
NSUN4	218	196	313	64	652	596	25	461	930	62	102	95	56
FAAH	22	12	49	10	81	45	3	25	83	10	13	6	2
MKNK1	2680	1110	1987	390	3410	3092	107	2020	5143	182	588	414	388
MOB3C	403	159	268	81	1090	941	38	828	2277	100	294	184	139
ATPAF1	409	268	451	109	885	776	22	406	965	28	151	68	85
EFCAB14	1964	1182	2167	371	2603	2354	67	2082	3697	161	480	242	241
CYP4B1	5	3	0	213	10	11	1	39	11	3	16	4	2
CYP4X1	0	3	0	31	1	0	0	4	0	0	4	0	0
LINC00853	27	9	10	3	7	8	0	0	4	1	0	0	0
STIL	17	14	13	6	42	34	0	28	38	5	12	3	6
CMPK1	4119	2068	4246	990	3396	3432	77	1871	5022	194	611	280	324
FOXD2-AS1	12	8	9	2	7	14	1	31	34	2	4	1	4
FOXD2	10	4	11	1	8	6	0	9	36	0	6	2	3
SPATA6	290	189	409	73	288	353	2	57	76	5	11	2	4
BEND5	1	2	1	5	2	2	1	1	1	0	1	0	1
FAF1	470	197	479	77	572	654	19	352	729	41	128	40	36
CDKN2C	295	75	50	53	216	169	1	38	353	16	7	16	11
RNF11	1315	764	1038	361	1733	1585	63	1534	3828	172	499	226	238
TTC39A-AS1	1	0	0	3	0	0	0	3	1	1	0	0	0
EPS15	1381	867	2226	218	2049	1740	73	1728	3537	159	392	235	236
OSBPL9	552	421	720	130	1352	1185	31	853	2152	97	208	109	67
NRDC	1262	766	1238	244	3310	2927	95	2512	6178	343	711	398	296
AL050343.1	3	2	0	2	4	7	0	7	8	0	3	2	0
RAB3B	28	16	8	4	1	4	0	0	2	0	1	1	0
TXNDC12	2699	1373	3225	456	4151	4128	127	1995	3989	244	692	389	352
KTI12	223	101	151	80	293	266	8	213	535	17	59	51	36
BTF3L4	4412	2254	4468	582	4717	4172	144	3516	5524	230	609	572	539
ZFYVE9	18	6	13	3	33	43	1	11	29	1	8	7	10
CC2D1B	182	94	269	48	502	490	20	621	1436	86	191	164	92
AL513218.1	4	0	0	0	0	0	0	0	0	0	0	0	0
ORC1	9	8	8	6	16	14	1	5	22	2	8	4	1
PRPF38A	779	397	855	144	1340	1125	41	1198	2166	85	286	184	229
TUT4	1038	704	1063	89	1821	1764	33	636	1325	67	123	60	77
GPX7	132	79	78	23	199	307	2	36	129	3	16	2	10
SHISAL2A	190	44	138	3	41	121	1	28	46	1	6	5	3
COA7	236	112	175	54	481	475	13	362	635	41	64	82	52
ZYG11B	1225	827	2060	181	1092	1264	27	492	805	42	95	55	32
ECHDC2	903	513	754	163	1157	1135	32	51	171	13	33	31	25
SCP2	9716	4789	9320	1672	8145	8147	180	2514	4678	238	711	396	449
PODN	8	0	2	0	0	0	0	0	0	0	0	0	0
SLC1A7	60	96	354	13	116	87	0	1	0	0	3	0	0
CPT2	547	264	516	131	833	741	20	258	843	29	116	51	49
AL606760.2	9	7	5	1	13	4	0	4	6	1	0	0	1
C1orf123	1497	796	854	238	2230	2105	67	946	2046	74	290	181	139
MAGOH	2372	1367	1767	367	4217	3848	127	3115	5826	248	620	598	515
AL606760.1	21	12	3	8	31	29	0	10	19	1	2	0	1
LRP8	35	18	49	15	81	80	3	103	320	22	40	21	28
AC119428.2	49	23	36	4	30	67	1	18	13	0	4	0	0
NDC1	206	167	279	63	347	329	5	133	224	9	60	14	12
YIPF1	495	241	561	127	1047	1012	30	834	2013	71	261	155	121
DIO1	4	4	4	4	10	11	0	3	5	1	0	0	0
HSPB11	2667	1485	1925	465	2669	2769	83	1751	3110	124	323	283	198
LRRC42	212	102	156	51	351	321	11	367	1323	41	124	75	38
LDLRAD1	8	6	3	94	3	7	0	31	18	0	1	0	1
TMEM59	12936	6956	13473	2577	12089	14158	391	8192	16112	718	1683	1339	861
TCEANC2	257	158	162	33	586	515	10	233	662	22	39	26	14
CYB5RL	81	38	76	10	55	62	3	21	34	4	15	1	2
MRPL37	1144	532	914	258	1642	1574	44	938	2566	79	445	188	169
SSBP3	283	192	675	136	185	312	6	469	670	44	108	60	98
ACOT11	39	23	132	19	58	67	0	53	28	4	23	1	8
MROH7	1	7	17	3	5	2	0	2	2	0	0	1	0
TTC4	120	62	62	15	457	342	14	178	524	24	57	37	26
PARS2	56	23	34	17	104	104	2	34	65	3	15	5	5
TTC22	5	0	0	8	1	0	0	10	6	0	1	1	2
DHCR24	574	337	286	380	756	889	14	105	492	6	123	8	30
AC096536.1	8	3	1	3	1	2	0	1	3	0	0	0	0
PCSK9	75	82	11	12	20	62	0	0	4	0	4	0	0
USP24	369	217	461	54	655	549	18	534	1228	63	114	76	84
AC119674.2	11	3	5	2	4	6	0	21	37	4	0	7	0
PLPP3	925	729	619	128	1548	1313	85	4053	6261	601	542	730	184
PRKAA2	1	0	0	7	0	0	0	1	3	1	3	0	1
FYB2	6	4	0	29	5	4	0	9	1	1	0	0	0
C8A	243	14	48	27	0	50	0	0	3	0	0	0	0
C8B	584	1186	238	163	267	530	1	0	30	0	0	0	0
AL161740.1	117	2	32	0	52	418	0	0	0	0	0	0	0
DAB1	8	0	2	0	2	6	0	0	2	0	0	0	0
DAB1-AS1	7	0	0	0	0	0	0	0	0	0	0	0	0
OMA1	623	470	614	83	601	683	18	351	440	27	49	31	21
TACSTD2	23	9	5	231	10	6	0	27	125	11	125	19	17
MYSM1	339	266	736	39	662	587	15	561	1060	84	111	77	74
JUN	4118	2155	24376	1285	17516	16632	1553	36929	66615	4791	6233	4484	1761
AL136985.2	3	0	4	0	0	0	0	0	3	0	0	0	2
AC105277.1	55	34	54	22	48	54	1	30	50	4	12	9	12
LINC01358	8	7	4	4	176	97	1	144	348	22	12	30	20
FGGY	235	158	181	84	304	325	9	273	333	27	45	27	30
HOOK1	2	7	1	19	4	6	2	12	8	4	1	2	1
C1orf87	1	1	0	37	2	1	0	4	1	0	0	0	0
NFIA	743	483	455	128	1039	752	12	58	180	11	47	12	15
TM2D1	2858	1506	3186	409	2126	2257	73	1308	3178	149	359	242	214
AC099791.2	13	2	41	0	0	0	0	0	1	0	0	1	0
PATJ	30	2	68	10	8	13	0	24	41	6	3	6	1
L1TD1	117	214	133	21	315	454	5	505	468	5	9	14	20
USP1	698	419	652	140	1368	1205	27	1222	2244	83	228	177	126
DOCK7	591	321	803	102	1052	911	28	1032	1495	85	218	96	92
ATG4C	620	438	600	94	886	889	23	437	642	35	104	57	40
ALG6	293	181	334	35	270	313	10	227	319	25	64	41	28
ITGB3BP	646	371	371	133	306	318	8	266	188	15	25	14	41
EFCAB7	33	18	49	14	62	75	1	19	46	2	7	2	4
PGM1	1058	641	800	249	1320	1529	27	155	553	13	113	34	18
ROR1-AS1	4	0	0	0	0	0	0	0	1	0	0	0	0
RAVER2	9	0	6	3	12	7	0	9	20	1	2	0	3
JAK1	2225	1357	2523	384	5134	4335	163	6045	16427	882	1358	708	864
AL357078.3	5	0	9	2	11	4	0	13	29	5	0	0	1
AK4	15	6	16	5	42	20	3	608	3675	242	156	49	128
DNAJC6	106	63	271	22	88	113	3	73	299	12	17	7	7
LEPROT	5072	2600	6128	943	5119	5767	187	5112	10837	521	1244	737	605
LEPR	227	135	237	13	134	99	6	238	361	24	26	12	8
PDE4B	360	228	225	171	1446	1030	52	1720	6166	493	628	340	162
SGIP1	2	0	3	0	43	67	0	3	27	0	5	0	20
TCTEX1D1	1	0	13	28	17	18	1	105	588	19	33	31	197
WDR78	13	5	11	55	20	12	1	37	17	2	8	3	3
MIER1	1563	815	1700	241	3581	3112	97	3310	7225	338	634	384	343
SLC35D1	141	83	164	21	166	183	6	111	199	16	28	8	13
C1orf141	0	0	0	7	2	0	0	0	1	0	1	0	0
IL23R	4	0	1	0	8	3	0	3	3	3	0	0	0
SERBP1	6813	3836	5463	1010	6843	6503	237	4893	12268	453	1430	529	787
GADD45A	249	300	636	102	410	358	20	350	768	68	73	329	76
GNG12	587	316	398	174	559	594	18	61	162	3	47	9	27
GNG12-AS1	11	10	4	0	19	7	0	0	0	0	2	0	1
WLS	241	157	295	77	360	399	9	131	193	17	51	36	16
DEPDC1	7	1	2	1	3	3	1	6	10	0	1	0	7
LRRC40	233	149	322	49	355	347	9	405	520	23	66	39	43
SRSF11	2926	1766	3750	418	3912	3768	141	3809	7794	419	824	657	500
ANKRD13C	261	136	289	42	442	383	14	290	643	26	100	26	63
HHLA3	350	188	180	51	486	344	27	163	171	5	27	12	24
CTH	12	8	30	7	21	46	0	27	19	12	2	2	3
PTGER3	391	349	302	3	646	746	1	1	52	0	1	0	3
AL031429.1	6	17	17	0	3	0	0	6	15	7	0	0	0
ZRANB2-AS1	3	3	3	0	5	5	0	2	2	0	0	0	0
ZRANB2	2038	1327	2294	196	3765	3296	94	2031	3089	170	339	330	312
NEGR1	2	1	3	3	7	5	1	4	17	2	5	0	3
LRRIQ3	35	4	37	33	62	58	2	14	21	1	2	2	0
FPGT	571	345	688	114	473	415	14	314	411	18	55	35	49
FPGT-TNNI3K	14	14	9	4	10	4	0	1	3	0	0	1	0
ERICH3	2	11	0	100	5	10	0	29	14	2	1	0	2
AC135803.1	10	6	11	3	5	2	0	3	3	0	0	0	0
CRYZ	751	289	645	119	963	748	22	215	411	20	48	31	67
TYW3	989	570	920	208	1458	1141	28	693	1526	53	169	103	98
ACADM	1493	1112	1528	276	1768	1650	52	706	1501	42	232	74	117
RABGGTB	3753	2737	4291	525	3121	3422	100	1674	3164	200	394	230	277
ST6GALNAC3	11	16	12	0	29	49	1	74	183	8	27	29	10
PIGK	1038	641	974	138	614	705	15	307	378	40	75	33	28
AC118549.1	275	249	477	45	730	569	6	393	668	45	119	65	58
USP33	1178	768	1887	184	2511	2471	43	1206	2743	97	305	155	108
MIGA1	386	232	579	66	544	528	14	439	681	49	89	45	48
NEXN-AS1	3	0	1	0	19	5	0	2	4	1	0	0	0
NEXN	1035	771	211	67	16946	12488	400	7715	9683	212	1234	862	124
FUBP1	943	660	1167	120	1364	1146	38	1335	3903	169	410	281	262
DNAJB4	184	141	169	40	666	417	29	671	2563	168	180	215	48
GIPC2	4	3	2	2	2	4	1	2	1	2	0	0	0
AC103591.3	58	65	1878	35	684	294	135	2989	1511	147	346	78	107
PTGFR	1	2	0	14	1	0	1	1	4	1	2	1	1
IFI44L	2452	855	1718	228	17378	12744	613	21546	31101	2020	3944	1804	1419
IFI44	1563	825	1994	237	8112	6616	257	9560	19350	1079	2264	1647	711
LINC01781	2	0	0	0	0	0	0	2	0	0	0	0	0
LINC01725	7	8	5	1	75	44	0	4	3	0	0	2	0
TTLL7	26	15	9	14	13	9	0	40	61	7	8	8	6
AL359504.2	5	5	9	2	14	12	0	2	3	1	1	2	7
PRKACB	2211	1171	1849	238	1756	2042	44	337	656	27	189	28	91
SAMD13	266	152	250	25	178	210	2	8	13	0	5	1	0
DNASE2B	1262	382	802	207	275	1562	26	96	191	0	97	0	8
RPF1	1591	860	1048	238	1251	1255	38	1226	2092	89	224	172	141
GNG5	15254	8222	11134	3597	37645	26804	1583	44359	98222	3230	10741	11228	5359
SPATA1	55	22	63	8	87	66	6	247	591	30	56	63	49
CTBS	2497	1567	4256	415	4112	6624	131	3047	6718	251	724	415	350
SSX2IP	71	53	101	13	122	118	3	60	136	3	23	6	9
LPAR3	89	80	130	28	465	412	4	30	58	4	16	4	16
MCOLN2	37	6	27	27	986	229	10	335	463	68	68	15	11
WDR63	3	6	3	22	17	4	0	24	11	4	2	2	0
MCOLN3	31	10	84	17	40	26	0	98	129	24	34	2	19
SYDE2	8	5	3	9	2	2	0	4	14	0	3	0	1
C1orf52	695	382	689	134	1580	1278	48	1418	3192	125	322	295	191
BCL10	1028	423	1209	160	1361	1149	36	1441	3489	157	323	305	244
AL078459.1	14	0	8	1	4	8	0	6	16	0	3	2	0
DDAH1	3	3	2	19	2	0	0	1	8	3	1	0	1
ZNHIT6	456	304	454	39	416	346	8	187	307	20	45	28	59
ODF2L	658	300	505	193	796	722	15	439	893	42	72	29	27
AL049597.2	19	9	11	5	35	25	0	38	44	5	13	7	7
SH3GLB1	4632	2199	3466	946	6207	5430	239	9059	20731	771	2167	1386	1002
SELENOF	5062	2766	5215	1188	6081	6066	158	5171	12204	488	1542	1388	898
HS2ST1	453	278	538	76	410	431	12	281	518	44	82	28	57
LINC01140	5	0	2	2	2	5	0	0	9	0	0	1	0
LMO4	4483	2907	3408	598	3571	2823	74	2177	4815	237	471	458	147
PKN2-AS1	2	0	0	0	6	2	0	16	35	0	2	4	3
PKN2	2001	1510	2465	199	3376	2673	68	1780	3576	192	394	231	138
GTF2B	1606	777	1244	222	7434	6318	212	4108	9577	454	829	496	324
KYAT3	621	253	946	123	597	629	18	408	783	49	79	71	55
RBMXL1	663	376	582	88	942	748	16	474	1045	57	91	72	66
GBP3	1759	958	1804	85	3725	1036	98	1857	4222	357	271	222	165
GBP1	2769	1237	2486	923	20391	14950	898	31681	117489	3151	5847	2308	3724
GBP2	2602	1402	1001	565	4984	4534	437	8346	28202	1113	1709	370	1198
GBP7	57	23	6	29	229	147	13	12	120	17	1	6	19
GBP4	1344	807	997	289	8638	6293	326	11905	42474	1255	1686	453	898
AC099063.4	61	42	35	18	178	182	2	63	115	10	9	4	8
GBP5	423	289	211	236	5898	3470	274	12256	48948	1397	2284	693	1446
LRRC8B	166	129	266	54	176	188	9	149	399	30	45	34	35
LRRC8C-DT	139	73	113	19	100	125	2	34	129	4	23	7	11
LRRC8C	697	458	1046	96	565	539	19	545	1132	23	200	50	124
AC099568.2	12	4	18	4	10	15	0	12	23	0	4	7	3
LRRC8D	561	307	1024	120	1302	1381	29	522	857	40	155	127	60
ZNF326	545	378	706	118	986	955	42	745	1418	99	176	139	120
ZNF644	604	388	1108	106	1434	1123	40	1160	2259	128	218	138	151
CDC7	32	6	27	5	52	40	1	45	96	9	13	3	9
TGFBR3	5	2	2	2	9	11	0	13	18	0	4	0	6
BTBD8	98	70	129	13	153	138	3	64	49	7	7	2	6
GLMN	138	81	92	20	240	221	11	153	276	22	25	27	19
RPAP2	233	197	295	30	598	556	9	284	424	29	40	42	31
GFI1	6	3	10	1	23	8	0	10	36	2	1	2	4
EVI5	1321	913	1899	233	1686	1546	21	687	1110	57	167	50	88
RPL5	35352	26614	26264	6093	20720	18448	606	11918	27515	1239	4576	1702	2131
FAM69A	43	17	25	19	176	164	6	229	380	32	44	38	13
MTF2	724	469	1062	137	1116	1102	25	965	2013	66	173	139	90
TMED5	3216	1984	4337	759	5585	6181	211	4836	11384	407	1677	1022	927
CCDC18	190	165	194	28	720	532	17	403	1149	46	151	63	56
DR1	1794	966	1580	372	2280	1905	59	1426	3217	108	404	242	255
FNBP1L	10	9	23	14	22	11	1	29	60	1	14	2	5
BCAR3	673	354	523	124	547	547	19	118	314	43	31	2	50
DNTTIP2	735	459	707	139	2237	2057	91	2554	5207	487	522	490	204
GCLM	310	163	359	97	450	441	18	1214	3781	385	387	213	183
ABCD3	307	255	404	84	536	525	10	354	663	25	80	45	49
F3	23	4	57	68	42	25	4	83	418	12	56	20	135
CNN3	5	4	3	50	3	4	0	5	24	2	6	1	2
ALG14	747	357	784	131	424	616	7	146	367	13	47	22	33
TMEM56	147	180	280	16	71	118	0	0	10	0	1	0	0
TMEM56-RWDD3	13	6	10	1	2	4	0	4	3	0	0	0	0
AC092802.1	3	0	1	5	16	27	0	3	12	0	3	0	0
RWDD3	50	30	58	5	585	682	10	475	757	26	71	60	78
PTBP2	132	74	236	19	221	177	10	199	408	32	42	52	38
DPYD	1613	1259	1861	257	2910	2591	89	2134	5453	259	648	258	349
DPYD-AS1	3	3	9	0	0	0	0	0	14	0	0	0	1
SNX7	642	148	209	100	303	633	7	42	529	3	35	4	2
PALMD	0	0	1	9	1	4	0	5	4	0	1	0	0
FRRS1	65	48	89	6	262	163	4	56	70	5	12	6	11
